PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
960	w/o MS2:NCGC00160336-01!7'-Hydroxy-[3,4']bichromenyl-2,2'-dione	1551	8.144381	9.576134	9.84848	307.0628	16857.15234375	1077399.875	null	[M+H]+	M + 0		null	307.06009	C18H10O5	7-hydroxycoumarins	AAFQUFFWQFQGDH-UHFFFAOYSA-N	OC1=CC2=C(C=C1)C(=CC(=O)O2)C1=CC2=C(OC1=O)C=CC=C2	530	True	True	False	null	null	null	null	96.3	282.5352	306.98941:11007 307.01257:18608 307.06284:19177 308.06393:8304 309.05981:6741 309.93893:6902 309.97452:6387 310.03979:15632 310.06299:46148 310.23538:14249 310.92459:12992 310.95789:6423 311.06555:5642 311.95691:5822	
961	Unknown	1551	9.2377	9.576134	9.914721	318.9952	19412.4921875	622777.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	179.8951	318.99524:23427 319.00916:6706 319.01923:6343 319.99194:6855 322.99005:159136 323.03998:10749 323.99164:25295	
962	Unknown	1551	9.100971	9.576134	9.914721	322.9901	140404.890625	5541109	null	[M+H]+	M + 0	adduct linked to 966_[M+Na]+; found in higher mz's MsMs_968	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1335.3	322.99005:159136 323.03998:10749 323.99164:25295 324.9874:10498 325.02307:25549 326.02399:8320 327.92715:7080	51.75671:931 53.92795:836 56.2674:883 56.7844:798 64.45309:907 76.41666:893 84.93797:875 90.99137:934 108.27831:814 120.57088:818 127.80949:823 130.66486:891 133.85907:1021 134.95892:904 141.78403:949 149.98506:952 180.97862:3946 198.98907:7601 215.18842:10138 216.9995:1174 219.5298:896 222.00494:1725 255.1144:925 264.57187:916 277.00818:1875 296.76453:1155 306.72693:924
963	w/o MS2:PRZ_M325	1551	9.033258	9.576134	9.914721	325.0223	24241.05078125	1017238.875	null	[M+H]+	M + 0		null	325.02719	C12H15Cl3N2O2	Phenol ethers	MPNJTIZLDHWBFX-UHFFFAOYSA-N	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=N)O	530	True	True	False	null	null	null	null	88.9	259.7928	324.9874:10498 325.02307:25549 326.02399:8320 327.92715:7080 328.03644:9218 328.07434:6435 329.00702:44923 330.00888:12948	
964	w/o MS2:PRZ_M325	1551	9.033258	9.576134	9.914721	325.0231	24241.05078125	1017238.875	null	[M+H]+	M + 0		null	325.02719	C12H15Cl3N2O2	Phenol ethers	MPNJTIZLDHWBFX-UHFFFAOYSA-N	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=N)O	530	True	True	False	null	null	null	null	91.9	259.7928	324.9874:10498 325.02307:25549 326.02399:8320 327.92715:7080 328.03644:9218 328.07434:6435 329.00702:44923 330.00888:12948	
965	Unknown	1551	9.2377	9.576134	9.914721	342.9595	20572.00390625	654711.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	173.0672	342.95953:22420 342.99734:6940 344.95465:8219 344.98453:114266 346.30652:12863	
966	Unknown	1551	7.801882	9.576134	9.914721	344.9845	101407.734375	7140799.5	null	[M+Na]+	M + 0	adduct linked to 962_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1702.13	344.95465:8219 344.98453:114266 346.30652:12863	
967	Unknown	1551	9.166992	9.576134	9.985493	356.9404	53566.8359375	2068141.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	431.6496	356.9404:61498 356.97812:9639 356.99139:6193 357.93796:50867 357.98871:6295 358.93588:19299 358.97394:12389 360.95837:19231 360.97015:6076	53.40948:988 58.2994:967 58.71105:781 61.98661:990 65.58604:859 73.8338:842 74.51978:791 76.69382:786 82.72958:823 83.42911:766 83.43081:1209 109.16061:857 125.3632:945 131.78305:1021 163.45296:856 180.97829:3002 198.98903:5181 202.91042:904 217.47046:6564 227.74286:969 233.49084:943 244.43427:908 254.80208:894 257.51556:828 258.25812:976 258.40253:1148 288.45203:1049 304.01779:1501
968	Unknown	1551	8.897864	9.576134	9.985493	404.9936	57320.609375	2957308.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	545.7678	404.91031:5469 404.99356:62318 405.19955:13991 405.99542:15767 406.20331:5869 406.99124:15982 408.0318:9252 409.01682:11094	51.26277:975 55.36656:829 56.04406:901 60.91698:845 70.44695:825 75.29219:1107 81.7026:1069 83.11922:990 86.50269:1067 87.05009:980 93.23065:843 95.29594:918 99.28183:904 101.7397:972 104.99269:16634 114.35705:836 116.5701:1010 117.64461:1128 118.70107:941 119.30673:855 121.20025:1161 145.88744:896 164.71355:945 179.33849:902 180.97838:2001 185.46722:970 189.90625:921 198.98903:2058 213.7594:4767 213.76596:11313 219.79916:952 240.63324:1025 247.00381:2703 262.9816:9074 290.91476:1093 295.70786:929 314.0336:959 322.98962:4008 329.89807:1091 335.15805:1685 341.00043:3997 376.96051:949 386.75699:971 405.19958:10382
969	Unknown	1551	8.96425	9.576134	9.914721	405.9954	15087.7451171875	501498.6875	null	[M+H]+	M + 1	isotope of 968	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	291.0671	405.99542:15767 406.20331:5869 406.99124:15982 408.0318:9252 409.01682:11094 410.01413:24317	
970	Unknown	1551	8.692497	9.576134	9.78206	406.9912	9966.3984375	229038.640625	null	[M+H]+	M + 2	isotope of 968	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	199.328	406.99124:15982 408.0318:9252 409.01682:11094 410.01413:24317 411.01138:31331	
971	Unknown	1551	9.100971	9.576134	9.78206	422.9664	14571.65625	470776.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	128.1439	422.96637:20487 423.18359:7605 423.94611:7119 423.96506:12502 424.18805:5695 424.96439:10449 426.98752:12017	
972	Unknown	1551	9.2377	9.576134	9.78206	424.9644	9444.126953125	215122.78125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	174.8802	424.96439:10449 426.98752:12017	
973	Unknown	1551	9.2377	9.576134	9.985493	438.9431	24006.208984375	756092.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	290.3322	438.94315:29747 439.94135:23177 440.94003:5993 441.27194:7731	
974	Unknown	1551	9.033258	9.576134	9.914721	465.0022	12048.2685546875	377086.46875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	223.6357	465.0022:12689 467.14645:21644	
975	Unknown	1551	9.033258	9.576134	9.78206	482.9814	3935.20947265625	61733.58984375	null	[2M+H]+	M + 0	adduct linked to 949_[M+Na]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	78.70419	482.98145:7467 483.11856:5762 486.99695:19837	
976	Unknown	1562	6.632395	9.643357	9.914721	98.97583	2240273.25	195057376	null	[M+H]+	M + 0	found in higher mz's MsMs_995; found in higher mz's MsMs_994	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42592.53	98.96169:76498 98.97583:2219845 99.05569:6966 99.09218:6778 99.95954:17795 99.97912:37697 100.01174:5184 100.07616:20205 100.08739:119646 100.1125:28062 100.95544:5550 100.9571:32583 100.97186:15325 100.98003:13284 101.00878:99887 101.07135:42374 101.95029:10496 101.97199:7743 102.00951:14494 102.05534:17213 102.09177:23935 102.12811:5216 102.9548:4825 102.9687:51917 103.0064:12724 103.04234:3981 103.95601:9258	53.4791:904 54.58308:1029 55.62058:889 56.54031:881 56.96549:609070 57.64589:796 57.93549:20685 58.96974:1106 60.13393:890 62.3708:771 65.13051:809 66.21286:786 71.6094:881 71.9525:35727 72.28602:842 74.97594:14083 78.10181:821 79.4354:1043 85.06023:895 89.96289:3031 92.98647:1700 93.84931:811 93.95624:934 97.62042:902 97.99175:3495 98.34512:763 98.9758:109334 99.05575:2107 99.09209:2733 99.45038:1118 99.60464:818 101.50482:949 103.08562:888 103.17881:989 103.33247:789 116.00221:3877 116.97224:3874
977	Unknown	1562	9.2377	9.643357	9.84848	101.0088	95344.03125	3216425	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	417.1667	100.95544:5550 100.9571:32583 100.97186:15325 100.98003:13284 101.00878:99887 101.07135:42374 101.95029:10496 101.97199:7743 102.00951:14494 102.05534:17213 102.09177:23935 102.12811:5216 102.9548:4825 102.9687:51917 103.0064:12724 103.04234:3981 103.95601:9258 104.04588:36616 104.06908:6284 104.07103:129624 104.10738:8793 104.72107:4425 104.9927:222073 105.07442:8571 105.99599:6803	55.97723:732 56.05018:2682 56.14254:720 56.96549:1330 58.06583:3414 58.96149:4419 59.06105:1455 59.76226:761 59.93094:9116 62.2272:704 67.3569:725 69.88104:782 71.56113:764 74.7589:783 75.29116:836 75.29571:1216 75.29684:773 75.54882:682 76.37804:776 81.65047:697 82.63841:706 83.06094:2136 83.43:933 84.04501:4187 84.06433:4280 87.95069:843 88.62738:714 98.34469:830 101.03489:1621 101.0714:20224 106.08422:801 118.96776:1793
978	Unknown	1562	6.632395	9.643357	9.84848	116.9862	341835.75	30091640	null	[M+H]+	M + 0	found in higher mz's MsMs_982	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6371.826	116.94834:22576 116.96217:7815 116.97223:100480 116.9862:339212 117.13882:5236 117.65273:6336 117.94623:17254 117.96995:23466 117.98959:5017 118.08654:334984 118.12296:50208 118.96758:36205 119.01915:35238 119.08592:5095 119.08987:18362 120.02019:7655 120.09064:4065 120.10221:7339 120.73797:4213 120.96639:6560 120.97904:7054 120.98244:9484 121.01674:5935 121.9664:5994	51.86652:740 56.93691:904 57.70464:716 57.93551:1109 59.93092:1504 60.23497:723 60.33:794 62.2307:979 62.54807:711 69.60285:807 75.29913:939 75.93606:1071 75.94959:1095 90.09354:811 92.96189:1071 93.70175:821 93.9465:940 93.96:2703 95.38396:689 105.42955:800 108.89201:992 118.9677:1302 119.96282:7285 133.86519:924
979	Unknown	1562	7.801882	9.643357	9.914721	141.0053	73239.8203125	5624306	null	[M+H]+	M + 0	adduct linked to 982_[M+NH4]+; found in higher mz's MsMs_984; found in higher mz's MsMs_983	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1193.25	140.98587:36986 140.9911:4345 140.99883:4594 141.00526:71403 141.05083:33651 141.06587:6284 141.09116:5592 141.98338:40125 141.99796:8167 142.00632:7147 142.03502:1111742 142.12271:9330 142.97639:9407 143.01907:19369 143.03577:127360 143.03844:38726 143.99474:37019 144.03256:159612 144.03906:13588 144.13841:7022 144.98222:28252 145.03596:12101	51.71429:900 54.2006:769 61.42081:736 62.52457:722 65.47343:732 66.62636:783 72.6273:907 75.29796:891 78.7931:748 78.96914:750 88.57448:746 99.38813:765 104.21836:854 108.55209:1097 117.05123:5905 117.65807:802 117.97002:1995 119.01919:2188 124.04875:795 135.06158:2748 137.02986:1105 138.86255:774 142.03523:2119 149.95966:1169 156.271:775
980	w/o MS2:Unknown (carbon number 6); PlaSMA ID-163	1562	9.100971	9.643357	9.84848	143.0358	170587.359375	7207571.5	null	[M+H]+	M + 0		2.23	143.03481	C6H6O4	NA			530	True	True	False	99.7	null	null	null	99.5	587.092	142.97639:9407 143.01907:19369 143.03577:127360 143.03844:38726 143.99474:37019 144.03256:159612 144.03906:13588 144.13841:7022 144.98222:28252 145.03596:12101 146.11745:6402 146.91844:14553 146.98033:15950 148.03444:28110	54.04002:775 54.34842:760 59.15805:738 62.22873:905 67.12328:810 70.77679:776 71.62461:783 75.76939:700 81.48822:803 84.77035:777 91.64771:854 92.28714:869 97.55636:779 101.00886:1222 109.31928:853 115.97791:804 117.88745:803 119.0192:15470 120.02008:1164 122.06673:738 122.14014:786 137.02962:10381 137.04083:2110 137.05904:1127 155.75133:971 160.04568:997
981	Unknown	1562	8.761765	9.643357	9.914721	144.0326	185085.046875	10934350	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1118.7	143.99474:37019 144.03256:159612 144.03906:13588 144.13841:7022 144.98222:28252 145.03596:12101 146.11745:6402 146.91844:14553 146.98033:15950 148.03444:28110 148.09665:9131 149.02342:86558	51.00412:749 52.28775:813 53.03298:714 55.86547:693 62.22736:919 64.64742:724 65.70753:694 67.76343:697 72.67924:759 72.97699:778 79.43166:801 89.91405:767 90.27787:775 92.95682:780 95.41295:805 96.79146:683 106.40261:821 112.37253:730 116.13139:919 116.93689:891 117.09743:760 120.02:1913 121.01667:1593 124.89062:759 127.76361:910 133.62465:720 137.02962:881 138.03043:1135 138.98967:736 160.02043:826 164.69444:706
982	Unknown	1562	7.6642	9.643357	9.914721	158.0126	828588.4375	70914152	null	[M+NH4]+	M + 0	adduct linked to 979_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13986.35	157.97478:1139166 158.00215:17363 158.01257:840440 158.04033:10510 158.11751:5560 158.15382:10540 158.9726:867970 158.9778:48330 158.99649:62457 159.00763:25066 159.01584:33685 159.06158:54374 159.97017:420199 159.97548:27648 160.00864:6536 160.04555:116645 160.06218:7716 160.09695:8058 160.18089:30324 160.96703:6470 160.97038:15898 160.97359:16670 160.98701:8623 161.02962:60201 161.04079:15842 161.04597:21869 161.05911:6236 161.96773:58114 162.00531:15253 162.00879:16395 162.03014:6911 162.04321:20776	50.07734:778 54.09122:799 57.93549:25541 59.0611:898 60.22691:825 60.6103:765 60.90356:817 62.83212:993 65.23535:824 72.08138:1774 72.95884:3088 75.06242:820 75.94591:18611 77.96146:814 82.03281:968 84.75493:838 87.03455:929 88.00074:1098 90.96923:1814 91.31074:915 91.96703:1098 92.88803:822 92.94855:877 93.95639:23843 97.21428:969 97.95396:850 98.96171:12218 98.97577:5807 102.08817:977 103.89921:947 108.97971:1181 110.06267:928 113.98509:1904 114.98302:2157 116.97219:402546 116.98608:7846 126.62922:955 126.96767:1480 129.11664:848 129.8443:802 131.99551:49699 132.99347:1312 134.95872:17567 134.98293:1675 134.9861:9468 134.99652:18085 135.95667:1658 136.00012:927 139.9879:34939 148.96181:29208 152.96933:207185 152.9967:2464 153.00716:4760 153.96709:10063 154.43787:1045 154.97346:1897 155.01129:4464 156.0088:1162 157.97478:5556 158.01257:2298 158.04025:946 158.15398:3201 170.97978:36135 171.97787:3015 172.08308:902 175.98521:45696 176.98308:2269
983	Unknown	1562	6.632395	9.643357	9.914721	180.9784	364703.65625	29011522	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7117.555	180.97844:370693 180.99432:10621 181.02844:301136 181.0334:87099 181.97357:5100 181.97821:10684 181.98216:12412 182.03181:19277 182.07756:28225 183.01155:51902 183.04405:5743 183.0616:62359 183.10135:4737 184.00333:4810 184.04559:113271 184.05661:6812 184.07513:7883 184.97157:5154 185.02141:7539 185.0463:8334 185.05925:13770 185.42902:4474 185.97453:5923	52.29037:812 52.9171:721 53.78481:777 53.78771:736 54.14928:708 60.78716:739 62.22894:1149 63.09085:765 68.29668:935 70.58159:813 72.35355:843 73.16873:797 74.37187:770 75.29714:1030 78.33391:658 78.64133:646 79.54128:831 79.91029:819 81.95439:803 83.43179:718 83.78757:670 85.09706:729 87.53622:724 90.57018:739 98.27516:897 103.5609:824 104.21775:795 116.70284:798 120.22379:807 120.74492:867 122.98059:1660 123.96439:1059 134.99652:1007 138.98335:1047 140.98137:7828 140.99097:62966 147.73479:997 158.00793:5963 158.99194:1017 164.00702:5908 180.99486:1273 181.03348:24856 181.17014:1490 182.00784:3151
984	Unknown	1562	7.6642	9.643357	9.914721	180.9785	364703.65625	27674436	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6332.712	180.97844:370693 180.99432:10621 181.02844:301136 181.0334:87099 181.97357:5100 181.97821:10684 181.98216:12412 182.03181:19277 182.07756:28225 183.01155:51902 183.04405:5743 183.0616:62359 183.10135:4737 184.00333:4810 184.04559:113271 184.05661:6812 184.07513:7883 184.97157:5154 185.02141:7539 185.0463:8334 185.05925:13770 185.42902:4474 185.97453:5923	52.29037:812 52.9171:721 53.78481:777 53.78771:736 54.14928:708 60.78716:739 62.22894:1149 63.09085:765 68.29668:935 70.58159:813 72.35355:843 73.16873:797 74.37187:770 75.29714:1030 78.33391:658 78.64133:646 79.54128:831 79.91029:819 81.95439:803 83.43179:718 83.78757:670 85.09706:729 87.53622:724 90.57018:739 98.27516:897 103.5609:824 104.21775:795 116.70284:798 120.22379:807 120.74492:867 122.98059:1660 123.96439:1059 134.99652:1007 138.98335:1047 140.98137:7828 140.99097:62966 147.73479:997 158.00793:5963 158.99194:1017 164.00702:5908 180.99486:1273 181.03348:24856 181.17014:1490 182.00784:3151
985	w/o MS2:Pesticide5_Acibenzolar-S-methyl_C8H6N2OS2_Actigard	1562	9.441298	9.643357	9.84848	210.993	8297.720703125	144233.234375	null	[M+H]+	M + 0		null	210.99944	C8H6N2OS2	Benzothiadiazoles	UELITFHSCLAHKR-UHFFFAOYSA-N	CSC(=O)C1=C2SN=NC2=CC=C1	530	True	True	False	null	null	null	null	81.1	116.099	210.99297:10262 211.01237:43414 212.09515:2332540 212.99318:4962 213.0937:14687 213.09857:161790 213.1236:5496 214.05994:21379 214.09088:91872 214.09949:17089 214.99332:5654 215.05757:15220 215.07645:10649 215.09427:7573	
986	w/o MS2:Propanil	1562	9.441298	9.643357	10.66355	218.0234	63011.14453125	2959846.25	null	[M+H]+	M + 0		null	218.0134	C9H9Cl2NO	Anilides	LFULEKSKNZEWOE-UHFFFAOYSA-N	CCC(=NC=1C=CC(=C(C1)Cl)Cl)O	530	True	True	False	null	null	null	null	60.7	1067.225	217.95956:5859 218.00948:6747 218.02328:48150 218.03328:23048 219.17476:4966 220.0114:19046 220.02074:7623 220.03633:11247 220.04932:15792 221.00906:16555 222.00505:53924 222.02029:4296 222.52971:10578 223.00818:5092	
987	Unknown	1562	9.033258	9.643357	9.914721	260.9955	21623.73046875	871906.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	215.0554	260.95752:7925 260.99554:18184 261.03024:13191 261.12085:5443 262.9816:345095 263.98492:24135 264.97546:6573	
988	Unknown	1562	8.96425	9.643357	9.914721	262.9816	358881.6875	17120958	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2888.877	262.9816:345095 263.98492:24135 264.97546:6573 266.01276:13673 266.03622:21966 267.03714:6690	
989	Unknown	1562	9.2377	9.643357	9.985493	293.9454	44915.40625	1657210.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	310.3177	293.94537:45217 294.08594:15063 294.20612:5776 294.94336:19906 296.92798:14323 297.92606:17612 297.99103:57764	
990	Unknown	1562	9.2377	9.643357	9.985493	293.9457	44915.40625	1657210.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	310.3177	293.94537:45217 294.08594:15063 294.20612:5776 294.94336:19906 296.92798:14323 297.92606:17612 297.99103:57764	
991	Unknown	1562	8.281984	9.643357	9.84848	310.063	46239.37109375	2871543.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	706.664	309.91705:4968 309.97443:10064 310.03891:14134 310.06299:54862 310.23502:10292 310.92432:15303 311.91843:8035 311.93124:5929 311.95615:7115 313.14334:19848	
992	Unknown	1562	8.281984	9.643357	9.84848	310.063	46239.37109375	2871543.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	706.664	309.91705:4968 309.97443:10064 310.03891:14134 310.06299:54862 310.23502:10292 310.92432:15303 311.91843:8035 311.93124:5929 311.95615:7115 313.14334:19848	
993	Unknown	1562	8.897864	9.643357	10.18646	311.9184	2678.189453125	56854.70703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53.56379	311.91843:8035 311.93124:5929 311.95615:7115 313.14334:19848 315.96371:37119 316.00183:7719 316.05643:7899 316.06775:19989 316.08017:44095	
994	Unknown	1562	7.252641	9.643357	9.914721	338.9677	159060.796875	10012803	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3181.216	338.96771:153101 339.97098:16741 340.96246:22537 340.97318:5523 341.00006:16616 341.0123:6917 341.1149:7224 341.96082:19124 342.01108:6777 342.96021:21083	51.28821:739 55.93188:775 58.25669:814 59.10361:793 59.77473:792 61.97408:870 62.43571:812 64.44891:940 71.55035:1036 81.32794:1052 82.27314:1036 88.10394:941 91.00086:845 93.39204:867 98.97592:2238 101.53452:825 110.4885:911 116.9863:1952 117.65047:1363 124.91679:988 126.85847:922 131.71265:832 133.8591:1209 134.99651:1350 141.04887:1043 180.97847:1391 198.98909:5485 214.7058:13138 251.1105:856 256.96439:2144 274.9751:20026 292.98569:12601 297.99084:1515 310.92538:1091 314.83984:873 316.00076:1330 326.26517:853 338.96844:1928
995	Unknown	1562	7.252641	9.643357	9.914721	338.9677	159060.796875	10012803	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3181.216	338.96771:153101 339.97098:16741 340.96246:22537 340.97318:5523 341.00006:16616 341.0123:6917 341.1149:7224 341.96082:19124 342.01108:6777 342.96021:21083	51.28821:739 55.93188:775 58.25669:814 59.10361:793 59.77473:792 61.97408:870 62.43571:812 64.44891:940 71.55035:1036 81.32794:1052 82.27314:1036 88.10394:941 91.00086:845 93.39204:867 98.97592:2238 101.53452:825 110.4885:911 116.9863:1952 117.65047:1363 124.91679:988 126.85847:922 131.71265:832 133.8591:1209 134.99651:1350 141.04887:1043 180.97847:1391 198.98909:5485 214.7058:13138 251.1105:856 256.96439:2144 274.9751:20026 292.98569:12601 297.99084:1515 310.92538:1091 314.83984:873 316.00076:1330 326.26517:853 338.96844:1928
996	Unknown	1562	9.166992	9.643357	9.985493	376.0638	11265.27734375	421060.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	137.1913	375.91113:5120 376.06381:10611 376.86401:6166 379.92902:7217 379.99121:21770	
997	Unknown	1562	9.100971	9.643357	9.914721	398.9761	23170.0546875	886221.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	250.9934	398.97607:20687 399.01532:15407 399.34668:41702 399.54364:5220 400.01404:10160 400.35028:17214 400.97357:6704 401.00983:7739	
998	Unknown	1562	9.100971	9.643357	9.914721	486.9956	20043.125	790496.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	220.1072	486.99564:21644 490.03357:7548	
999	Unknown	1562	9.373332	9.643357	9.84848	562.9816	9361.857421875	186886.921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	137.7565	562.98157:7663	
1000	Unknown	1573	6.632395	9.711226	9.914721	140.002	1547659.75	132910800	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29609.88	139.98805:111346 140.00204:1715600 140.06828:67832 140.85313:5098 140.98589:35328 140.99106:11092 141.00528:75165 141.05103:37152 141.06569:5945 141.64001:4965 141.98349:43795 141.99809:9018 142.00642:11040 142.0351:1135234 142.06116:8753 142.08658:9593 142.12289:8603 142.97659:13020 143.01929:22326 143.03082:6513 143.03589:121471 143.03854:41728 143.99496:35045 144.01997:5451 144.03258:182937 144.03941:14018 144.98232:41774	51.49732:755 53.69538:781 56.96553:4664 57.93545:994 58.158:827 61.01547:685 61.48618:820 64.22829:787 64.57753:823 64.62866:713 66.06462:732 74.0971:5196 75.295:1057 75.55183:741 78.89703:709 82.03205:726 82.46664:757 95.49187:861 98.34435:773 98.97581:11689 100.88341:843 104.21398:874 109.04001:1143 109.89097:715 116.97222:3676 116.98622:20800 117.60139:886 124.90526:801 125.80247:762 134.99664:44729 140.00192:932 140.0455:1412 140.06821:5448 142.75839:748 144.0493:758 148.73822:779 153.00714:8480 153.66512:775
1001	Unknown	1573	9.166992	9.711226	9.914721	160.1809	30052.42578125	1090300.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	353.4935	159.97026:405549 159.97566:35669 160.00009:12040 160.00853:7614 160.04562:134821 160.09711:10879 160.18092:36731 160.96718:7578 160.97043:10637 160.97369:16107 160.98709:7242 161.0296:73168 161.04091:8759 161.04643:14613 161.05917:11726 161.9677:49994 162.00549:11717 162.00887:24029 162.04314:26023 163.02728:9011 163.07542:5915 163.96831:30626 164.00706:10931 164.12828:14656 165.00104:20851 165.0511:833810	
1002	Unknown	1573	9.2377	9.711226	9.914721	161.0296	65001.28515625	2257952.25	null	[M+H]+	M + 0	found in higher mz's MsMs_1007	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	475.7198	160.96718:7578 160.97043:10637 160.97369:16107 160.98709:7242 161.0296:73168 161.04091:8759 161.04643:14613 161.05917:11726 161.9677:49994 162.00549:11717 162.00887:24029 162.04314:26023 163.02728:9011 163.07542:5915 163.96831:30626 164.00706:10931 164.12828:14656 165.00104:20851 165.0511:833810 165.96552:14142	
1003	w/o MS2:Unknown (carbon number 8); PlaSMA ID-351	1573	9.100971	9.711226	9.914721	166.0513	111367.7734375	4957586.5	null	[M+H]+	M + 0	adduct linked to 1006_[M+NH4]+	4.74	166.0508	C8H7NO3	NA			530	True	True	False	99.9	null	null	null	99.9	427.7916	165.96552:14142 166.05132:97191 166.05479:30428 166.99867:6506 167.04855:102418 167.05501:8890 167.96434:17754 168.05188:10376 168.06912:6589	
1004	Unknown	1573	9.510044	9.711226	9.914721	175.0013	395151.21875	9272235	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	766.263	175.00134:417780 175.01529:20550 175.02878:97736 175.03485:8385 175.03894:73039 175.88918:5370 175.98537:575347 175.99907:191331 176.00438:14703 176.02312:72173 176.03223:12673 176.13951:16197 176.98326:476994 176.98828:22817 176.99672:169272 177.00177:5506 177.00273:9121 177.00706:95769 177.01863:13661 177.02638:18149 177.98083:236942 177.98637:16113 178.00034:6802 178.01076:7790 178.02786:9349 178.12279:12962 178.98445:7403 178.99437:26876 179.02713:10318 179.03542:320852 179.03987:18461 179.97838:32931	54.05452:778 54.27578:743 54.60828:864 54.75292:760 58.61649:767 59.06106:5277 64.8084:930 65.37015:771 73.9542:1389 74.96198:4453 75.12431:830 79.25564:853 81.19537:1002 91.96467:2352 92.97245:9170 94.87667:772 96.95473:948 98.35025:973 98.96197:1221 101.44505:877 107.99584:3409 114.98045:2990 115.96427:1619 115.98831:1741 116.97221:11702 131.99554:6734 132.99083:99422 133.97481:2849 133.98865:3570 133.99869:6697 134.00221:12511 134.98622:67561 134.99217:2587 135.99399:1463 139.13867:848 139.98807:909 151.00131:32533 151.01518:1126 151.98531:28018 151.99915:6189 152.0127:16332 152.96936:4106 152.99673:28438 153.0025:2578 156.0067:5140 157.97501:2714 158.00211:5229 165.48166:927 168.72404:1039 168.7281:873 171.35243:800 173.02469:878 174.01724:3949 174.59772:900 175.00133:6575 175.02882:1028 175.03896:1077 175.98526:31015 176.01253:4798 176.01883:1628 177.40817:808 193.01192:10483
