PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
711	w/o MS2:Aconitic acid (not validated, isomer of 273); PlaSMA ID-271	1243	6.819531	7.636155	8.187831	157.0046	231080.078125	12458114	null	[M+H]+	M + 0		1.61	157.0136	C6H6O6	Tricarboxylic acids and derivatives	GTZCVFVGUGFEME-UHFFFAOYSA-N	O=C(O)C=C(C(=O)O)CC(=O)O	530	True	True	False	99.8	null	null	null	66.5	3948.86	156.9808:16622 157.00456:209794 157.01015:14465 157.01453:20072 157.02852:87457 157.97473:639635 158.00217:123008 158.00935:7381 158.01257:141180 158.15388:7354 158.97258:527187 158.97832:21087 159.01578:7296 159.06155:88072 159.97014:270593 159.97598:28202 159.99953:16867 160.04549:36270 160.06212:6954 160.09691:33096 160.89447:7196 160.97037:11216 160.97369:8571 161.049:9145 161.05913:13316 161.96764:40020	56.96552:2434 59.06109:1472 60.99177:936 61.67703:806 72.50962:738 73.95682:836 74.25663:864 74.30257:829 75.80854:709 77.1083:722 80.59862:716 83.42973:756 85.24372:767 92.9577:847 93.9565:948 94.85488:758 97.00768:1277 98.97578:5501 103.59775:881 111.69376:790 112.07615:986 115.01821:2187 115.70168:797 115.97813:792 116.9722:9803 116.98623:9706 121.03883:798 126.2262:779 131.76311:818 131.99556:1024 132.99071:2642 133.02855:4538 133.96474:989 133.98863:52165 133.99417:2828 133.99858:3528 134.98613:1325 134.9966:28290 140.00209:1164 142.71762:756 148.70044:770 151.00139:1438 151.99915:65621 152.96928:5811 152.99666:767 153.00717:6745 157.00455:2805 157.01001:901 157.04562:798 158.01265:2810 165.98865:984 167.07118:812 170.00954:3796 170.97986:1319 175.01505:6275 175.85323:782 175.98547:1318
712	Unknown	1243	6.819531	7.636155	8.187831	157.0046	233336.53125	12551341	null	[M+H]+	M + 1	isotope of 710	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3993.99	156.9808:16622 157.00456:209794 157.01015:14465 157.01453:20072 157.02852:87457 157.97473:639635 158.00217:123008 158.00935:7381 158.01257:141180 158.15388:7354 158.97258:527187 158.97832:21087 159.01578:7296 159.06155:88072 159.97014:270593 159.97598:28202 159.99953:16867 160.04549:36270 160.06212:6954 160.09691:33096 160.89447:7196 160.97037:11216 160.97369:8571 161.049:9145 161.05913:13316 161.96764:40020	56.96552:2434 59.06109:1472 60.99177:936 61.67703:806 72.50962:738 73.95682:836 74.25663:864 74.30257:829 75.80854:709 77.1083:722 80.59862:716 83.42973:756 85.24372:767 92.9577:847 93.9565:948 94.85488:758 97.00768:1277 98.97578:5501 103.59775:881 111.69376:790 112.07615:986 115.01821:2187 115.70168:797 115.97813:792 116.9722:9803 116.98623:9706 121.03883:798 126.2262:779 131.76311:818 131.99556:1024 132.99071:2642 133.02855:4538 133.96474:989 133.98863:52165 133.99417:2828 133.99858:3528 134.98613:1325 134.9966:28290 140.00209:1164 142.71762:756 148.70044:770 151.00139:1438 151.99915:65621 152.96928:5811 152.99666:767 153.00717:6745 157.00455:2805 157.01001:901 157.04562:798 158.01265:2810 165.98865:984 167.07118:812 170.00954:3796 170.97986:1319 175.01505:6275 175.85323:782 175.98547:1318
713	Unknown	1243	3.635444	7.636155	8.187831	173.0333	1960369.875	162008736	null	[M+NH4]+	M + 0	adduct linked to 710_[M+H]+; found in higher mz's MsMs_745; found in higher mz's MsMs_743; found in higher mz's MsMs_733; found in higher mz's MsMs_732; found in higher mz's MsMs_725; found in higher mz's MsMs_724	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39207.39	173.03326:1992395 173.08109:7063 174.01727:29908 174.03108:1303564 174.03632:59562 174.04068:26640 174.99167:9079 174.99496:9181 175.00113:546485 175.01505:57743 175.02867:778688 175.03416:24096 175.0383:107731 175.98526:280211 175.9989:372078 176.00395:15776 176.01222:7173 176.02538:11714 176.02885:16916 176.03207:18312 176.03653:20546 176.13936:11566 176.98309:272428 176.99652:233739 177.00183:12760 177.00247:11497 177.00644:9293 177.02609:87966 177.05441:6899 177.98065:97077 177.98654:8278 177.99997:10878 178.02739:53225	51.03137:1049 51.55869:1068 52.33879:1077 57.23681:1114 59.06109:31604 59.06187:1781 64.23224:979 68.29597:1050 73.95421:1970 74.93819:1691 74.96172:1666 75.29642:1042 76.59796:1020 77.36114:1146 77.97746:1093 85.57566:958 85.88779:1035 91.96467:2325 92.94858:1978 92.95936:983 97.16775:1095 97.53486:931 97.54964:1065 98.96169:1070 99.95685:1872 103.54147:1004 107.48078:961 114.98022:9186 115.96446:1913 115.98823:3953 117.9674:6512 118.06739:1067 118.07025:1004 130.78448:1013 132.00685:144286 132.99084:701207 133.01469:2595 133.98875:3794 133.99867:7887 134.99495:1628 147.00645:2023 150.01738:150633 151.00139:300541 151.99913:7453 156.00673:62798 157.0148:1594 169.01183:2088 173.03326:27399 174.01735:73069 175.02078:1407 187.90007:1262
714	Unknown	1243	3.837854	7.636155	8.187831	174.0311	1316744.625	99619024	null	[M+NH4]+	M + 1	isotope of 713	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26334.89	174.01727:29908 174.03108:1303564 174.03632:59562 174.04068:26640 174.99167:9079 174.99496:9181 175.00113:546485 175.01505:57743 175.02867:778688 175.03416:24096 175.0383:107731 175.98526:280211 175.9989:372078 176.00395:15776 176.01222:7173 176.02538:11714 176.02885:16916 176.03207:18312 176.03653:20546 176.13936:11566 176.98309:272428 176.99652:233739 177.00183:12760 177.00247:11497 177.00644:9293 177.02609:87966 177.05441:6899 177.98065:97077 177.98654:8278 177.99997:10878 178.02739:53225 178.12265:37690 178.99438:26270 179.02618:41076	51.42818:815 51.42895:795 56.29874:834 56.94158:829 59.06109:3386 60.49763:877 68.16766:860 68.56974:769 69.05231:764 75.3002:1186 75.57758:759 75.93594:892 91.6261:825 92.96229:859 93.94644:1448 98.21881:838 104.22073:1048 105.23795:805 108.02322:828 112.58803:858 113.30054:1048 114.90612:831 115.034:880 115.97821:2443 121.49943:873 129.1024:4381 132.00676:1684 132.99078:14633 133.00465:11199 133.98866:110176 133.99417:7711 133.99843:5466 134.98624:1404 139.09769:882 143.12688:995 150.01727:2055 151.00136:6234 151.01514:50682 151.02069:1815 151.18051:951 151.99919:173115 154.00322:997 157.00458:9387 159.0368:806 165.98837:1982 169.02582:1148 170.00963:14125 174.0312:3890 174.10258:971 174.12776:2033 174.18527:2527 175.01511:45097 192.04149:7147 192.37529:849
715	Unknown	1243	6.002316	7.636155	8.187831	175.0287	868681.25	61616116	null	[M+NH4]+	M + 2	isotope of 713	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15505.85	174.99167:9079 174.99496:9181 175.00113:546485 175.01505:57743 175.02867:778688 175.03416:24096 175.0383:107731 175.98526:280211 175.9989:372078 176.00395:15776 176.01222:7173 176.02538:11714 176.02885:16916 176.03207:18312 176.03653:20546 176.13936:11566 176.98309:272428 176.99652:233739 177.00183:12760 177.00247:11497 177.00644:9293 177.02609:87966 177.05441:6899 177.98065:97077 177.98654:8278 177.99997:10878 178.02739:53225 178.12265:37690 178.99438:26270 179.02618:41076 179.03528:295055 179.97826:19042 180.02556:44266	
716	Unknown	1243	6.819531	7.636155	8.115447	176.0365	62804.56640625	3253395.5	null	[M+NH4]+	M + 3	isotope of 713	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1149.722	175.98526:280211 175.9989:372078 176.00395:15776 176.01222:7173 176.02538:11714 176.02885:16916 176.03207:18312 176.03653:20546 176.13936:11566 176.98309:272428 176.99652:233739 177.00183:12760 177.00247:11497 177.00644:9293 177.02609:87966 177.05441:6899 177.98065:97077 177.98654:8278 177.99997:10878 178.02739:53225 178.12265:37690 178.99438:26270 179.02618:41076 179.03528:295055 179.97826:19042 180.02556:44266 180.59933:6079 180.97845:41268 180.99403:8055 181.02444:11898 181.02861:56575 181.03342:125317	
717	w/o MS2:1-Isothiocyanato-4-(methylsulfinyl)-butane; PlaSMA ID-453	1243	7.432907	7.636155	8.187831	178.0274	54203.19921875	1637534.625	null	[M+H]+	M + 0	found in higher mz's MsMs_729	3.69	178.03548	C6H11NOS2	Sulfoxides	SUVMJBTUFCVSAD-UHFFFAOYNA-N	CS(=O)CCCCN=C=S	530	True	True	False	99.9	null	null	null	72.1	829.9249	177.98065:97077 177.98654:8278 177.99997:10878 178.02739:53225 178.12265:37690 178.99438:26270 179.02618:41076 179.03528:295055 179.97826:19042 180.02556:44266 180.59933:6079 180.97845:41268 180.99403:8055 181.02444:11898 181.02861:56575 181.03342:125317 182.07758:56982	
718	Unknown	1243	4.855155	7.636155	8.187831	192.0416	333469.9375	29413918	null	[M+NH4]+	M + 0	adduct linked to 738_[2M+H]+; found in higher mz's MsMs_735; found in higher mz's MsMs_724; found in higher mz's MsMs_722	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6642.36	192.04161:313838 193.01186:77724 193.0392:71223 193.04449:14130 193.09465:12407 193.13358:20436 194.00967:50565 194.08475:22582 194.11763:15918 195.0071:34025 195.03656:7413 195.11292:6776 196.16972:7105 197.03314:32079	51.48325:780 57.97762:819 58.98314:794 59.54683:740 59.75081:718 60.07734:939 61.4712:729 62.5236:767 66.2611:779 76.66018:816 76.81113:955 83.43172:1270 89.26153:767 90.62592:922 96.25742:847 104.21732:1070 106.68764:793 108.8738:706 112.24068:789 123.39021:796 142.38191:807 145.64153:741 188.25937:963 192.13843:1877
719	Unknown	1243	7.158611	7.636155	8.187831	193.0392	90602.0859375	3870523.5	null	[M+NH4]+	M + 1	isotope of 718	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1584.976	193.01186:77724 193.0392:71223 193.04449:14130 193.09465:12407 193.13358:20436 194.00967:50565 194.08475:22582 194.11763:15918 195.0071:34025 195.03656:7413 195.11292:6776 196.16972:7105 197.03314:32079 198.03108:21838	
720	w/o MS2:Harmalol; PlaSMA ID-658	1243	6.408578	7.636155	8.187831	201.1015	26806.244140625	1286640	null	[M+H]+	M + 0		3.06	201.10223	C12H12N2O	Harmala alkaloids	CRQDWQWZCNKKAC-UHFFFAOYSA-N	CC1=C2NC3=CC(=O)C=CC3=C2CCN1	530	True	True	False	99.9	null	null	null	99.7	536.1249	200.99673:208184 201.00224:15811 201.06461:16107 201.10165:26341 202.05621:10333 202.18016:16541 202.99408:19077 203.03276:7946 203.08035:9637 204.99359:7648 205.04796:18578 205.08588:12365	
721	w/o MS2:Chlorpropham	1243	6.204203	7.636155	8.187831	214.0596	168588.796875	12077121	null	[M+H]+	M + 0		null	214.06293	C10H12ClNO2	Phenylcarbamic acid esters	CWJSHJJYOPWUGX-UHFFFAOYSA-N	CC(C)OC(=NC1=CC=CC(=C1)Cl)O	530	True	True	False	null	null	null	null	94.7	2920.717	214.05962:159845 214.09088:32962 215.05775:70730 215.0631:10672 215.07642:12139 215.08179:17587 216.02776:141820 216.0551:64975 216.06676:13351 217.02567:64482 217.10718:35986 218.02339:63177 218.04346:17699 218.05241:10612 219.03876:27908	52.29045:918 52.29106:852 52.87827:770 53.19905:815 57.42275:721 60.0105:724 60.07727:859 63.20345:729 64.73899:756 66.34712:918 72.08138:1517 72.13228:753 72.23322:923 77.59579:877 88.81528:776 90.09188:1099 107.21009:844 112.95419:739 117.65495:1012 120.34303:816 124.43948:781 126.63294:882 129.87372:786 132.00671:2721 132.99077:3626 142.49425:820 150.01733:1257 156.00662:1891 163.47234:911 173.03305:1841 174.01736:1683 175.3349:805 191.04362:2225 214.05956:1156 214.09088:25031 214.09978:2718 214.25305:1646 218.14575:5481
722	w/o MS2:Pesticide3_Monolinuron_C9H11ClN2O2_Urea, N'-(4-chlorophenyl)-N-methoxy-N-methyl-	1243	6.204203	7.636155	8.187831	215.0577	80995.6328125	5671930	null	[M+H]+	M + 0	adduct linked to 724_[M+NH4]+; adduct linked to 729_[M+Na]+	null	215.05818	C9H11ClN2O2	N-phenylureas	LKJPSUCKSLORMF-UHFFFAOYSA-N	CON(C)C(=O)NC1=CC=C(Cl)C=C1	530	True	True	False	null	null	null	null	99.9	1342.031	215.05775:70730 215.0631:10672 215.07642:12139 215.08179:17587 216.02776:141820 216.0551:64975 216.06676:13351 217.02567:64482 217.10718:35986 218.02339:63177 218.04346:17699 218.05241:10612 219.03876:27908 220.02074:12024 220.0361:46353	50.75924:786 60.30717:751 63.28538:760 74.09704:785 75.29527:858 91.40812:842 92.95768:1214 94.54095:832 97.87794:880 104.21618:1043 105.79186:815 109.11294:757 109.19788:991 117.64842:905 125.36245:1019 126.1841:931 133.00459:955 133.98865:1746 134.99669:874 150.82179:773 151.01509:1888 151.99922:1828 153.66435:1081 175.01518:3809 175.03914:996 188.93564:758 192.04189:4223 194.98015:847 215.07669:2290 215.09453:851 215.95662:811 216.95592:6409
723	Unknown	1243	6.204203	7.636155	8.187831	215.0578	80995.6328125	5671930	null	[M+H]+	M + 1	isotope of 721	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1342.031	215.05775:70730 215.0631:10672 215.07642:12139 215.08179:17587 216.02776:141820 216.0551:64975 216.06676:13351 217.02567:64482 217.10718:35986 218.02339:63177 218.04346:17699 218.05241:10612 219.03876:27908 220.02074:12024 220.0361:46353	50.75924:786 60.30717:751 63.28538:760 74.09704:785 75.29527:858 91.40812:842 92.95768:1214 94.54095:832 97.87794:880 104.21618:1043 105.79186:815 109.11294:757 109.19788:991 117.64842:905 125.36245:1019 126.1841:931 133.00459:955 133.98865:1746 134.99669:874 150.82179:773 151.01509:1888 151.99922:1828 153.66435:1081 175.01518:3809 175.03914:996 188.93564:758 192.04189:4223 194.98015:847 215.07669:2290 215.09453:851 215.95662:811 216.95592:6409
724	Unknown	1243	7.158611	7.636155	8.254547	232.0841	59713.81640625	2617586.25	null	[M+NH4]+	M + 0	adduct linked to 722_[M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1001.197	232.04039:9492 232.08409:60852 233.05437:8863792 234.05212:6275168 234.05751:378327 234.07678:135058 235.0497:3508099 235.05545:299062 236.0536:188407 237.04726:545766 237.05339:18078	50.69764:951 52.29301:807 54.76958:718 56.559:952 56.82989:770 59.06118:3022 62.20665:783 62.85654:739 67.19185:784 67.64439:816 68.30161:996 72.79304:911 74.35915:760 78.78616:819 79.96272:733 83.43744:1217 84.2845:929 87.27174:842 89.65989:813 92.96547:938 93.2104:779 98.35368:1030 102.18375:768 104.22394:1068 105.88774:863 116.9063:936 117.66131:865 132.00674:12190 132.91158:930 132.99075:7895 133.00462:883 133.98871:2001 136.3116:831 138.1347:785 150.01718:4796 151.00142:2312 151.01505:4782 151.99934:2677 153.67874:1215 156.00661:3880 157.0047:1137 169.9118:983 170.79692:925 173.03319:17029 174.0175:3588 174.03108:3911 175.00159:1365 175.01498:5400 175.05043:904 190.01042:1288 191.04372:16803 192.04164:9647 193.0121:3641 194.33774:856 212.12392:987 214.06001:1349 216.92981:2587 216.93631:4108 231.95651:2585 232.05949:828
725	Unknown	1243	3.568048	7.636155	8.187831	233.0544	8563130	720148736	null	[M+H]+	M + 0	found in higher mz's MsMs_745; found in higher mz's MsMs_743	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	171262.6	233.05437:8863792 234.05212:6275168 234.05751:378327 234.07678:135058 235.0497:3508099 235.05545:299062 236.0536:188407 237.04726:545766 237.05339:18078 238.04893:74276	50.83801:4197 56.50008:4214 59.06109:152314 61.15159:4841 62.23151:6948 63.52945:4645 68.29922:4586 69.83324:4774 73.97034:5549 74.93817:4845 75.29971:4593 75.30081:6070 75.68452:4745 76.0643:4254 80.93643:4227 87.57793:4939 92.96341:6479 95.82619:5185 98.96165:5972 99.95717:5124 104.22139:7152 106.53783:4411 114.98019:49270 115.98824:15270 116.97207:8439 122.85983:5526 127.03238:4868 132.00685:766502 132.99083:545786 133.0146:7012 133.97478:10564 135.888:4375 144.42068:5054 147.47523:4501 150.01733:261036 151.00128:54989 151.98538:30841 153.39162:4618 156.00673:321686 156.18651:5123 157.97481:13994 173.03337:1035557 174.01732:173640 175.00131:116524 175.98531:50140 190.78064:4937 191.04388:895479 192.04192:9008 193.01195:176700 193.03957:7561 197.0332:6878 198.50706:5502 199.00156:5798 208.31485:4548 214.05974:45182 216.02774:5554 218.50725:30438
726	Unknown	1243	4.179152	7.636155	8.187831	234.0521	6442385.5	504987232	null	[M+H]+	M + 1	isotope of 725	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	128847.7	234.05212:6275168 234.05751:378327 234.07678:135058 235.0497:3508099 235.05545:299062 236.0536:188407 237.04726:545766 237.05339:18078 238.04893:74276 239.03119:13333 239.04691:169790	50.26007:1470 51.00104:1706 51.01013:1587 51.28879:1645 51.72712:1536 56.44791:1384 59.06107:133554 59.70432:1495 59.7414:1364 60.06435:2568 62.2342:1401 69.26331:1489 71.32027:1924 73.33077:1644 74.78446:1440 75.30172:2155 75.30386:1515 75.99256:1538 82.59638:1736 83.43711:1799 89.43953:1576 92.96566:1605 94.58434:1721 104.22456:1927 112.07356:3018 114.98295:1811 115.97793:11912 116.98605:3192 117.94627:2013 132.00668:24095 132.0094:17071 132.99071:15983 133.00459:104513 133.00992:10519 133.98859:175226 133.99405:6603 134.00209:5636 134.9727:5755 134.98608:3826 144.99298:17722 150.01711:10457 150.0201:1885 151.00133:3555 151.01512:228946 151.02066:7397 151.99911:131355 152.01266:3944 152.98311:10934 153.96722:3509 156.00658:4906 157.00453:92557 157.00977:8146 158.00203:1943 158.97246:12917 167.25932:1798 168.23564:1584 169.02576:2320 170.00961:6205 170.61678:1386 173.03323:14057 174.01743:2839 174.03107:195829 174.03647:24209 175.01511:242828 175.0285:7481 175.99907:117356 176.98297:21375 191.04373:19633 191.15436:1734 192.04164:678426 193.01183:4073 193.02097:1759 193.02568:5899 193.03909:10094 194.0097:138258 194.01503:5242 195.00699:2216 198.03084:6056 209.18419:1769 214.05972:3548 215.05742:18807 215.06265:1992 216.0415:5179 217.02538:11631 223.06624:4850 233.06818:16665 234.05193:9516 234.0769:15276
727	Unknown	1243	3.02453	7.636155	8.187831	235.0497	3722841.75	309122976	null	[M+H]+	M + 2	isotope of 725	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74456.84	235.0497:3508099 235.05545:299062 236.0536:188407 237.04726:545766 237.05339:18078 238.04893:74276 239.03119:13333 239.04691:169790 239.13895:34965 240.04665:29871	50.54571:843 51.47874:778 52.28959:855 53.99606:855 57.07058:978 59.06106:1080 63.30865:771 65.55373:848 66.4697:866 68.19607:760 68.29709:899 69.87832:769 70.91553:732 73.95809:978 74.10067:822 75.29639:768 78.89311:786 83.43197:1118 84.44104:828 86.00797:772 86.90443:743 88.4167:870 103.49998:930 114.09333:813 117.65752:899 123.46503:796 123.46825:701 127.99773:940 134.00223:6367 134.98607:3210 137.10748:1415 144.99301:3014 145.99637:2614 152.01266:3533 152.36819:855 152.99681:1267 153.66846:1092 157.52945:862 158.00214:2309 160.76947:911 175.02859:7383 176.01257:2844 176.99689:1777 177.98059:920 190.38367:949 192.15776:865 193.03931:9791 194.01767:1003 195.00761:1531 201.57921:906 206.57762:875 216.38141:6537 217.82719:827 232.45958:822 235.08081:4546 235.16911:3359 235.18056:1021 235.19986:1961 249.00288:757
728	Unknown	1243	7.092194	7.636155	8.187831	236.0536	172380.984375	7192362.5	null	[M+H]+	M + 3	isotope of 725	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3037.876	236.0536:188407 237.04726:545766 237.05339:18078 238.04893:74276 239.03119:13333 239.04691:169790 239.13895:34965 240.04665:29871 240.89705:6175 240.9754:8197 241.04478:27057	53.55404:755 55.01977:795 55.41117:846 56.42718:818 59.06108:7378 59.47498:814 59.76592:787 60.06446:2122 61.97214:716 66.91247:776 68.34758:837 73.49335:896 75.29594:1114 80.65632:865 88.40136:895 91.26483:995 100.68231:829 104.21678:1206 105.90942:791 116.97586:1071 117.65095:948 133.00453:856 133.98878:1226 134.00224:11279 134.98624:9474 134.99953:1742 135.00243:9125 135.00552:4876 135.98328:2809 135.98647:8177 135.98952:2791 138.19212:1017 151.01512:1534 151.99904:994 152.01276:6837 152.99669:3200 153.00974:1527 153.01292:4850 153.0161:2651 153.98053:915 153.99699:2069 154.98097:1352 158.00215:3543 159.00235:2241 159.00554:5459 175.01535:1016 175.02878:7283 176.01274:3124 176.0255:1775 176.02884:11626 176.03218:9734 176.99677:1283 177.01265:1572 177.01616:2383 177.0262:1119 177.98062:1184 178.00038:1366 188.0108:787 192.04182:4275 193.03949:8340 193.0444:1816 194.03839:7124 194.04276:11731 195.00729:1954 195.03674:1159 196.00702:2060 196.01122:1568 215.86928:9393 232.19897:837 235.95265:1216 249.31543:777
729	w/o MS2:C9H16OS3; PlaSMA ID-952	1243	3.90574	7.636155	8.187831	237.0473	516555.75	41879340	null	[M+Na]+	M + 0	adduct linked to 722_[M+H]+	6.75	237.0444	C9H16OS3	NA			530	True	True	False	100	null	null	null	96	10331.12	237.04726:545766 237.05339:18078 238.04893:74276 239.03119:13333 239.04691:169790 239.13895:34965 240.04665:29871 240.89705:6175 240.9754:8197 241.04478:27057	52.2896:927 53.08925:875 54.30954:879 55.98154:725 56.63119:976 59.0611:7863 66.28345:913 67.60664:855 68.2464:820 68.29634:926 77.44671:878 83.43135:970 91.64571:873 92.86192:931 98.34727:931 104.21719:979 108.58453:958 114.80206:887 117.78439:825 118.9711:1056 118.97335:2380 120.96512:1262 133.86116:1076 134.00233:1055 134.98599:1316 135.99979:36454 136.40033:866 136.98373:27079 147.61559:849 153.01579:912 154.01027:21483 154.99428:5789 155.97827:3055 159.99971:15728 161.96782:819 169.34828:909 175.02875:2129 177.02628:55955 178.0103:13768 178.99426:6279 179.97832:3590 193.03931:1262 195.0369:66310 197.00491:13071 218.05296:5680 219.54071:2866 219.54715:1930 220.02078:1222 234.5896:866 236.95239:1097
730	Unknown	1243	7.363619	7.636155	8.115447	238.0489	70096.078125	2308307.75	null	[M+Na]+	M + 1	isotope of 729	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1153.26	238.04893:74276 239.03119:13333 239.04691:169790 239.13895:34965 240.04665:29871 240.89705:6175 240.9754:8197 241.04478:27057 242.98782:6707 243.04372:24672	
731	w/o MS2:NCGC00381344-01!8-hydroxy-6-methoxy-1-oxo-3,4-dihydroisochromene-7-carboxylic acid	1243	6.138716	7.636155	8.187831	239.0469	171721.515625	11529780	null	[M+H]+	M + 0		null	239.05501	C11H10O6	m-Phthalate esters	XUZUDAQIVRMSLL-UHFFFAOYSA-N	COC1=C(C(O)=O)C(O)=C2C(=O)OCCC2=C1	530	True	True	False	null	null	null	null	72	3030.858	239.03119:13333 239.04691:169790 239.13895:34965 240.04665:29871 240.89705:6175 240.9754:8197 241.04478:27057 242.98782:6707 243.04372:24672	
732	w/o MS2:NCGC00385407-01_C13H13N3O4_	1243	6.819531	7.636155	8.187831	276.0963	130283.9765625	6293180	null	[M+H]+	M + 0		null	276.09787	C13H13N3O4	Quinazolines	DOCCRJVKOCRZSY-UHFFFAOYNA-N	CC(N=C(O)CC(O)=O)C1=NC2=CC=CC=C2C(O)=N1	530	True	True	False	null	null	null	null	98.8	2401.232	276.09631:137508 276.96957:10038 277.09378:25855 278.06454:7839 278.09174:66392 279.15894:8779 280.95425:22984	54.96148:860 58.12018:739 58.37896:781 59.06108:1148 62.98543:772 68.21494:880 69.39589:886 72.08139:1670 72.16563:850 72.5862:729 82.70358:844 85.85347:934 87.50241:747 90.71355:768 94.54364:866 103.41853:919 112.3964:972 116.98611:1204 124.67966:798 132.00673:13014 132.99068:4924 134.99654:1490 145.01453:1238 147.98816:943 150.01732:7723 153.54828:810 156.00659:1474 162.77341:883 170.02194:954 173.03337:4125 174.05368:1002 191.04385:5547 203.01227:1795 205.02783:5685 216.02783:1157 218.04341:7964 219.18439:2835 219.19095:1288 224.37871:805 224.73929:981 232.18108:787 233.17334:842 239.28984:922 241.80563:910 276.12183:1167
733	w/o MS2:NCGC00385407-01_C13H13N3O4_	1243	6.819531	7.636155	8.187831	276.0963	130283.9765625	6293180	null	[M+H]+	M + 0		null	276.09787	C13H13N3O4	Quinazolines	DOCCRJVKOCRZSY-UHFFFAOYNA-N	CC(N=C(O)CC(O)=O)C1=NC2=CC=CC=C2C(O)=N1	530	True	True	False	null	null	null	null	98.8	2401.232	276.09631:137508 276.96957:10038 277.09378:25855 278.06454:7839 278.09174:66392 279.15894:8779 280.95425:22984	54.96148:860 58.12018:739 58.37896:781 59.06108:1148 62.98543:772 68.21494:880 69.39589:886 72.08139:1670 72.16563:850 72.5862:729 82.70358:844 85.85347:934 87.50241:747 90.71355:768 94.54364:866 103.41853:919 112.3964:972 116.98611:1204 124.67966:798 132.00673:13014 132.99068:4924 134.99654:1490 145.01453:1238 147.98816:943 150.01732:7723 153.54828:810 156.00659:1474 162.77341:883 170.02194:954 173.03337:4125 174.05368:1002 191.04385:5547 203.01227:1795 205.02783:5685 216.02783:1157 218.04341:7964 219.18439:2835 219.19095:1288 224.37871:805 224.73929:981 232.18108:787 233.17334:842 239.28984:922 241.80563:910 276.12183:1167
734	Unknown	1243	7.295569	7.636155	8.254547	278.0917	60982.25390625	2002531	null	[M+NH4]+	M + 0	adduct linked to 751_[2M+H]+	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1152.789	278.06454:7839 278.09174:66392 279.15894:8779 280.95425:22984 281.95215:23096 282.22119:10725 282.9494:9736	
735	w/o MS2:Circumdatin F_130023	1243	3.90574	7.636155	8.187831	292.105	399190.6875	29698088	null	[M+H]+	M + 0		null	292.10806	C17H13N3O2	Pyrimidodiazepines	QMACPZZZSHLKJM-UHFFFAOYNA-N	CC1NC(=O)C2=CC=CC=C2N2C(=O)C3=C(C=CC=C3)N=C12	530	True	True	False	null	null	null	null	95.5	7983.814	292.10501:421336 293.10144:60049 293.11053:10680 294.20676:7151 295.10031:16389	54.8507:819 57.58641:909 61.7783:897 68.08978:864 69.56583:724 72.47015:799 74.08087:1115 75.29664:1216 91.94833:901 92.95924:838 95.64271:838 98.24439:835 98.9758:905 102.64411:791 107.10417:947 109.43664:797 117.05924:919 117.64968:945 133.62349:871 153.66557:1062 178.21581:844 192.04147:1518 215.88245:9324 268.92462:840
736	Unknown	1243	7.092194	7.636155	8.254547	293.1014	75093.9453125	3182675	null	[M+H]+	M + 1	isotope of 735	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1381.978	293.10144:60049 293.11053:10680 294.20676:7151 295.10031:16389	
